geneA	geneB
SNHG16	SLTM
TUG1	SYNJ2
ASB16-AS1	FXR2
ASB16-AS1	FUS
SNHG20	RBM15
RAD51-AS1	SLTM
SNHG14	ILF3
OIP5-AS1	FXR1
TTC28-AS1	ILF3
FGD5-AS1	RC3H1
ASB16-AS1	CPSF4
THUMPD3-AS1	ILF3
LINC00094	RC3H1
TUG1	NOL9
RAD51-AS1	RBM15
OIP5-AS1	PPIL4
AP006621.3	RBM6
SNHG17	RBM6
LENG8-AS1	SLTM
LINC00969	FUS
ASB16-AS1	NONO
AC125257.1	ILF3
THUMPD3-AS1	LARP4
LINC00909	RC3H1
WAC-AS1	CPSF6
EIF3J-AS1	ILF3
SNHG9	CPSF4
TTC28-AS1	CPSF6
AC110285.2	SLTM
SNHG12	ILF3
LINC00324	TRA2A
MMP25-AS1	SLTM
SH3BP5-AS1	CPSF6
MEG3	TRA2A
AC139530.1	DHX30
AC006547.1	SLTM
CCDC18-AS1	FMR1
OIP5-AS1	CSTF2
MALAT1	SRRM1
FGD5-AS1	ILF3
ASB16-AS1	CPSF6
AC127502.2	ILF3
LINC00969	RBM5
AL391244.1	CPSF1
HOTAIRM1	CPSF4
PSMA3-AS1	FMR1
OIP5-AS1	FUBP3
LINC00969	LARP4
LINC00969	CPSF6
SH3BP5-AS1	SRSF7
PSMA3-AS1	FXR1
THAP9-AS1	FXR1
THUMPD3-AS1	FMR1
SH3BP5-AS1	CPSF7
ASB16-AS1	ILF3
NORAD	FUBP3
C1RL-AS1	CPSF6
SNHG20	CPSF4
TPT1-AS1	ILF3
AC007406.5	FUS
EIF3J-AS1	FMR1
AC125257.1	FMR1
LINC00969	FMR1
SNHG20	TRA2A
PSMD5-AS1	FXR1
PSMA3-AS1	TRA2A
CCDC18-AS1	TRA2A
AC005154.1	CPSF6
MAPKAPK5-AS1	ILF3
AL359915.2	RBM6
THAP9-AS1	TRA2A
AL353622.1	FUS
LINC00969	FXR1
THUMPD3-AS1	FUS
PSMD5-AS1	FMR1
LINC00094	PPIL4
LINC01011	TRA2A
SDCBP2-AS1	FMR1
SNHG16	ILF3
ZFAS1	CPSF4
SDCBP2-AS1	TRA2A
AC011476.3	ILF3
AC125257.1	FXR1
ASB16-AS1	CPSF7
AC018645.3	CPSF7
LINC02035	CPSF6
AF131215.5	FUS
SDCBP2-AS1	CPSF6
PRKCZ-AS1	FUS
THUMPD3-AS1	SRSF7
ASB16-AS1	FMR1
LINC00342	CPSF7
ASB16-AS1	LSM11
AC093249.6	FUS
AC015813.1	TRA2A
THAP9-AS1	CPSF6
SNHG20	SRSF7
LINC00665	CPSF6
THAP9-AS1	SRSF7
LRRC75A-AS1	SRSF7
LRRC75A-AS1	CPSF6
CCDC18-AS1	SRSF7
SNHG20	FUS
EIF3J-AS1	FUS
SNHG16	CPSF6
FENDRR	CPEB2
RAB30-AS1	FUS
TUG1	QKI
SNHG16	FMR1
PSMA3-AS1	CPSF6
SNHG12	SRSF4
PSMA3-AS1	LARP7
AF131215.5	CPSF6
RAB30-AS1	CPSF6
AC015813.1	CPSF6
AL355574.1	RBM6
LINC00969	DDX55
PSMA3-AS1	CPSF7
SNHG14	DDX55
LRRC75A-AS1	DKC1
PSMA3-AS1	LSM11
MIR3936HG	CPSF7
CCDC18-AS1	CPSF7
TUG1	DDX59
AL928654.3	CPSF6
PCBP1-AS1	TRA2A
LRRC75A-AS1	DDX55
TTC28-AS1	FUS
AL355574.1	SLTM
SNHG1	NELFE
PSMA3-AS1	DDX55
CCDC18-AS1	CPSF6
TUG1	DDX6
THUMPD3-AS1	NOP56
SNHG20	LSM11
SNHG5	NOP56
SDCBP2-AS1	DDX55
AF131215.5	CPSF7
CCDC18-AS1	LSM11
SNHG12	NELFE
ZNF436-AS1	FUS
LRRC75A-AS1	NOP56
AL928654.3	LSM11
SNHG5	NELFE
AC125257.1	LSM11
SNHG12	NOP56
FGD5-AS1	CSTF2
THAP9-AS1	LSM11
AC125257.1	CPSF7
AC109460.2	FUS
AC125257.1	CPSF6
LINC00662	FUBP3
ZFAS1	DKC1
RAD51-AS1	LSM11
PSMD5-AS1	CPSF6
TPT1-AS1	CPSF7
PSMD5-AS1	FUS
LINC00969	CPSF7
SNHG20	CPSF7
GAS5	DDX55
AL928654.3	CPSF7
AL353622.1	DDX55
RAB30-AS1	CPSF7
TTC28-AS1	CPSF7
PSMD5-AS1	LSM11
GAS5	NELFE
SNHG9	EIF3G
SNHG16	DDX55
TUG1	CPSF6
PSMD5-AS1	DDX55
XIST	CPSF6
UBA6-AS1	DDX55
SNHG14	FUBP3
XIST	CPSF7
THUMPD3-AS1	CPSF6
LINC00094	FUBP3
LINC01578	CPSF7
TUG1	CPSF7
MIR600HG	SLTM
AC107375.1	MOV10
SNHG16	SUGP2
AL049840.1	DDX42
LINC01089	RBM5
AC015813.1	DDX42
SRP14-AS1	RBM6
AC015813.1	RBM5
HCG18	CPSF2
SNHG16	RBM15
AC015813.1	SLTM
AC027097.1	RBM6
NRSN2-AS1	SLTM
AL049840.1	SLTM
JPX	RBM6
DLEU2	LARP4
AC015813.1	RBM15
SRP14-AS1	SLTM
MAGI2-AS3	SLTM
SVIL-AS1	DDX42
MIR600HG	PUM2
TMEM147-AS1	DDX42
CTBP1-AS2	MOV10
LINC00909	AGO4
AL132989.1	SAFB2
LINC-PINT	SLTM
AL139287.1	RBM5
TMEM147-AS1	SLTM
HCG18	RBM6
FGD5-AS1	DDX42
AC020915.4	RBM6
SVIL-AS1	SLTM
TUG1	RBM6
TMEM147-AS1	RBM5
TMEM147-AS1	RBM6
LINC00909	AGO3
AC060780.1	SLTM
UBL7-AS1	RBM15
TUG1	DDX10
FGD5-AS1	DDX24
SVIL-AS1	RBM27
SNHG21	SLTM
SVIL-AS1	CPSF2
NOP14-AS1	RBM5
AC239868.2	AGO2
SNHG4	RBM27
JPX	RBM15
AC020915.4	SLTM
LINC00342	SLTM
FGD5-AS1	RBM6
NOP14-AS1	SUGP2
AC087481.3	SUGP2
AL132989.1	SLTM
SNHG8	DDX54
HCG18	SRSF7
SNHG11	DDX54
MAGI2-AS3	DDX3X
TUG1	SLTM
SNHG11	RBM10
MAGI2-AS3	RC3H1
EIF3J-AS1	DHX30
AC129510.1	SLTM
SNHG4	RBM15
AC020915.1	SLTM
SNHG16	LARP4
TUG1	RBM15
BAIAP2-AS1	FUS
AC015813.1	LARP4
SH3BP5-AS1	CPSF1
AL391244.1	DDX42
PVT1	DDX54
TMEM147-AS1	FUS
TUG1	DDX42
NOP14-AS1	FXR2
NOP14-AS1	AGO1
PDXDC2P-NPIPB14P	SUGP2
PSMD5-AS1	RBM15
NOP14-AS1	FUS
AC068888.1	FUS
NUTM2A-AS1	AGO1
LINC01089	ILF3
AC016727.1	SLTM
PDXDC2P-NPIPB14P	RBM5
TMEM147-AS1	TRA2A
AC015813.1	ILF3
AC020915.4	RBM15
FGD5-AS1	LARP4
SNHG11	FUS
AL049840.1	ILF3
TUG1	RBM5
TMEM147-AS1	NONO
TUG1	RC3H1
NDUFV2-AS1	RBM15
AL391244.1	SLTM
LINC-PINT	RBM15
TRIM52-AS1	CPSF4
AL391244.1	FUS
CTBP1-AS2	DHX30
PVT1	RBM15
JPX	ILF3
TMEM147-AS1	TDRD3
TMEM147-AS1	ILF3
NNT-AS1	SLTM
AL049840.1	LARP4
SNHG15	CPSF1
AC138028.4	DDX42
FGD5-AS1	SRSF7
SNHG1	ILF3
AC138028.4	SLTM
AC087741.1	RBM6
SNHG16	FXR1
MAPKAPK5-AS1	DHX30
AL391244.1	TRA2A
LINC00174	ILF3
AL139287.1	ILF3
LINC00094	CPSF7
AC138028.4	FUS
AL391244.1	NELFE
AL132989.1	ILF3
TMEM147-AS1	CPSF6
SNHG16	PPIL4
AC009133.1	ILF3
NNT-AS1	CPSF6
AC068888.1	ILF3
TUG1	ILF3
TMEM147-AS1	SRSF7
AC138028.4	RBM15
SVIL-AS1	FMR1
TUG1	LARP4
TMEM147-AS1	CPSF7
TUG1	CPEB4
AC138028.4	CPSF6
LINC01578	LARP7
AC239868.2	FUS
FGD5-AS1	FMR1
LINC01578	FUS
TUG1	FUBP1
SNHG4	FMR1
AC138028.4	ILF3
AC024075.3	ILF3
MAGI2-AS3	FMR1
NOP14-AS1	CPSF7
NUTM2A-AS1	QKI
AC087481.3	LARP4
SVIL-AS1	CPSF6
SNHG16	SRSF3
AC009133.1	TRA2A
FGD5-AS1	FXR1
AC060780.1	PPIL4
SNHG4	FXR1
NNT-AS1	CPSF7
FGD5-AS1	PPIL4
SVIL-AS1	DDX3X
SNHG20	CPSF6
MAGI2-AS3	FUBP3
CIRBP-AS1	SLTM
SNHG16	DKC1
AC015813.1	FUS
TUG1	FXR1
PVT1	ILF3
SNHG1	FXR1
SNHG16	NONO
SVIL-AS1	LSM11
LINC01089	FUS
NDUFV2-AS1	FUS
ZFAS1	NELFE
TMEM147-AS1	LSM11
LINC01278	FUS
LINC01089	CPSF6
NUTM2A-AS1	LSM11
AC015813.1	CPSF7
TUG1	FMR1
CIRBP-AS1	FUS
HCG18	CSTF2
AC087481.3	CPSF7
SNHG16	SRSF7
MIR503HG	FUS
TUG1	PPIL4
AC009133.1	FUS
FGD5-AS1	STAU1
SNHG4	PSPC1
AC239868.2	CPSF6
AL049840.1	FUS
SNHG15	DKC1
ZNF213-AS1	CPSF7
LINC00969	DDX6
SNHG16	SRSF9
SNHG16	FUBP3
AC009133.1	CPSF6
SNHG15	FUS
SNHG4	CPSF6
AC060780.1	FUS
TUG1	FUS
LINC00174	CPSF6
SNHG16	NOP56
AC009133.1	DDX55
SNHG4	FUS
TUG1	SRSF6
GAS5	FUS
SNHG16	LSM11
AC087741.1	CPSF7
CTBP1-AS2	U2AF2
LINC01089	CPSF7
SNHG19	NELFE
SNHG16	STAU1
AL391244.1	CSTF2
TUG1	PSPC1
SVIL-AS1	CSTF2
LINC-PINT	CPSF6
PVT1	DDX55
AL049840.1	LSM11
JPX	FUS
TUG1	NONO
AC009133.1	CPSF7
FGD5-AS1	FUBP3
AC139887.2	FUS
SNHG4	NOP56
SNHG1	FUS
TRIM52-AS1	EIF3G
SNHG8	EIF3G
MIR503HG	CPSF7
TUG1	FUBP3
MAGI2-AS3	CPSF6
TUG1	DDX55
TUG1	MEX3A
TRAF3IP2-AS1	CPSF7
TUG1	LARP7
TUG1	LSM11
LINC00174	CPSF7
AC073957.3	SLTM
LINC01128	SLTM
MALAT1	AGO2
MALAT1	SUGP2
AC092279.1	RBM15
PXN-AS1	MOV10
MALAT1	CPEB4
AC015849.3	RBM6
MALAT1	FMR1
AC021078.1	LARP4
AC015849.3	DDX42
AC015849.3	SUGP2
AC011451.1	RBM6
MALAT1	AGO4
DICER1-AS1	RBM5
MALAT1	FUS
FENDRR	CSDE1
LINC00467	CPSF3
AC021078.1	SUGP2
AC015849.3	RBM5
TP73-AS1	RBM27
AC015849.3	SLTM
AC021078.1	SLTM
TTC28-AS1	AGO3
THUMPD3-AS1	RBM27
AC021078.1	DDX42
CRNDE	RBM6
ZBED5-AS1	SLTM
MALAT1	RBM6
LINC00969	SUGP2
DHRS4-AS1	SLTM
LINC00667	SUGP2
AC025171.1	SLTM
TMEM161B-AS1	RBM15
AC015849.3	RBM15
SNHG14	SUGP2
SNHG3	RBM6
AC021078.1	RC3H1
TTC28-AS1	CPSF1
MALAT1	RC3H1
HCG11	AGO1
MALAT1	SRSF6
AC004943.2	DDX6
MALAT1	DDX55
AC074117.1	XPO5
MALAT1	SRSF4
JPX	SAFB2
SNHG7	RBM10
SNHG16	RBM27
TP73-AS1	DHX30
LINC00094	DHX30
AC020915.1	RBM6
LINC00205	SAFB2
AC020915.1	RBM5
TTC28-AS1	AGO4
AC012313.1	FUS
TPT1-AS1	CPSF1
TP73-AS1	RC3H1
HCG11	RC3H1
AC006001.3	RBM6
AC021078.1	FUS
SNHG1	RBM15
AC007566.1	RBM15
AC009041.2	FUS
AC021078.1	LSM11
NUTM2A-AS1	SLTM
SNHG7	DDX54
ZNF213-AS1	SLTM
NNT-AS1	CPSF2
AC021078.1	ILF3
AC021078.1	TRA2A
SHANK3	LSM11
AC079807.2	SLTM
SNHG7	NELFE
AC127024.4	SLTM
SNHG7	CPSF4
MALAT1	SRSF5
NUTM2A-AS1	RBM15
AC012313.1	SUGP2
JPX	CPSF3
AC012313.1	SLTM
AC006001.3	SLTM
AL591895.1	RBM6
HCG18	ILF3
TTC28-AS1	RBM5
AL049840.4	RBM15
AC015849.3	LARP4
CD27-AS1	RBM6
AC015849.3	ILF3
MALAT1	TRA2A
ALOX12-AS1	SLTM
SNHG12	RBM15
PSMA3-AS1	DDX42
LINC01578	RBM27
UBA6-AS1	SUGP2
SNHG15	RBM15
LINC01138	MOV10
AC074117.1	DHX30
TP73-AS1	TRA2A
NEAT1	SLTM
FOXD2-AS1	RBM15
AC012313.1	DDX6
UBA6-AS1	RBM27
AC092171.2	FUS
AC012313.1	CPSF6
AC012313.1	RBM15
LINC02486	RBM15
MALAT1	LSM11
AC021078.1	DDX55
AC020915.1	RBM15
SNHG10	RBM15
MALAT1	FUBP3
JPX	FMR1
SNHG3	ILF3
ACVR2B-AS1	DHX30
AC020907.4	SLTM
AC020915.1	LARP4
MMP25-AS1	ILF3
AC092171.2	ILF3
AC020915.1	ILF3
AC068152.1	SLTM
SNHG3	RBM15
SNHG7	EIF3G
CRNDE	ILF3
APTR	FUS
AC009120.2	ILF3
SBF2-AS1	FMR1
AC068152.1	RBM15
AC015849.3	FMR1
JPX	LARP4
AC009948.1	ILF3
LINC00265	FMR1
TTC28-AS1	SUGP2
LINC00467	TRA2A
AC020915.1	FUS
ZNF674-AS1	FUS
AC015849.3	FXR1
SOS1-IT1	FMR1
TTC28-AS1	RBM10
LINC00667	FMR1
AC020915.1	CPSF4
SNHG3	PSPC1
AC021078.1	FUBP3
AC020915.1	TRA2A
SNHG17	FUS
AC079807.2	ILF3
MIR4697HG	CPSF7
DICER1-AS1	FUS
AC012313.1	CPSF7
APTR	SRSF7
TP73-AS1	SLTM
ALOX12-AS1	ILF3
AC074117.1	DDX59
HCG18	TRA2A
SNHG17	TRA2A
AC037459.3	CPSF6
AC020915.1	FMR1
AC116914.2	ILF3
AC005034.5	FXR1
AL391244.1	SRSF7
AL391244.1	RBM15
SNHG5	CPSF4
SNHG17	ILF3
LINC00665	FUS
LINC00667	FUS
TP73-AS1	PPIL4
AP001107.9	RBM6
ZNF674-AS1	FMR1
AC020907.4	ILF3
NUTM2A-AS1	FMR1
AC007541.1	FUS
SNHG17	CPSF6
NNT-AS1	FMR1
JPX	PPIL4
AC020915.1	FXR1
LINC00265	CPSF6
AC020915.1	CPSF6
AC020915.1	DDX3X
AC020915.1	NOP56
NNT-AS1	SRSF1
FENDRR	RBMS3
SNHG17	SRSF7
AC020915.1	CPSF7
RUSC1-AS1	LSM11
AC020915.1	PPIL4
ZNF674-AS1	DDX3X
LINC00094	DDX6
NIFK-AS1	FUS
SBF2-AS1	LSM11
AC020915.1	LSM11
ZNF674-AS1	CPSF7
DICER1-AS1	CPSF7
AC020915.1	DDX55
TP73-AS1	DDX55
PXN-AS1	FUS
AC139887.2	ILF3
SNHG3	CPSF6
SNHG3	CPSF7
AC037459.3	LSM11
TP73-AS1	FUS
TP73-AS1	ILF3
AL035071.1	DDX55
AC006435.2	FUS
TP73-AS1	CPSF6
LINC01137	NELFE
AC110285.2	ILF3
ZNF213-AS1	FUS
TP73-AS1	LSM11
GAS5	SRSF7
ALOX12-AS1	CPSF6
PTOV1-AS2	CPSF6
RPARP-AS1	NOP56
CRNDE	FUS
ALOX12-AS1	FUS
MIR762HG	FUS
CRNDE	NOP56
SNHG17	DDX55
TRAF3IP2-AS1	FUS
TP73-AS1	FMR1
JPX	CPSF6
AC015849.3	FUS
SNHG12	FUS
CRNDE	RBMX
TP73-AS1	FXR1
AC015849.3	CPSF6
SNHG12	PSPC1
CRNDE	PSPC1
TP73-AS1	CPSF7
AL031985.3	CPSF7
AC015849.3	LSM11
AL031985.3	CPSF6
PTOV1-AS2	CPSF7
AC015849.3	CPSF7
GAS5	NOP56
ZNF674-AS1	CSTF2
JPX	CPSF7
SRP14-AS1	CPSF7
AC005154.1	CPSF7
TUG1	RBM43
SNHG5	EIF3G
AC068152.1	CPSF7
AC008735.2	U2AF2
SNHG1	NOP56
TUG1	PDCD4
AC005034.5	LSM11
RP11-449P15.2	SAFB2
MALAT1	BCL6
MALAT1	IKZF1
MALAT1	ZFHX3
MIR600HG	SAFB2
THUMPD3-AS1	PHF20
SHANK3	HEY1
MALAT1	ZNF12
THUMPD3-AS1	PHF20
MALAT1	HINFP
TMEM161B-AS1	NFAT5
PSMA3-AS1	NFAT5
BAIAP2-AS1	PCGF2
LINC00883	PHF20
RP11-159D12.2	SAFB2
MALAT1	ZNF35
MALAT1	MEF2A
MALAT1	AEBP2
LINC00265	NFAT5
MALAT1	SP100
PSMG3-AS1	FOXO4
PSMA3-AS1	KMT2A
PSMA3-AS1	KDM5B
LINC01128	RLF
SNHG16	PHF20
AC015849.19	SAFB2
LINC00641	CUX1
AC005154.6	SAFB2
RP11-339B21.13	SAFB2
RPARP-AS1	SAFB2
MALAT1	SAFB2
MALAT1	NCOA1
MALAT1	ZFX
THUMPD3-AS1	KMT2A
FENDRR	ZBTB4
PSMA3-AS1	MECOM
TP73-AS1	KDM5B
MAGI2-AS3	STAT3
LINC00883	NFAT5
LINC00265	CUX1
MALAT1	MZF1
PSMG3-AS1	VEZF1
MALAT1	ZNF83
RP11-159D12.2	SAFB2
DICER1-AS1	RFX2
LINC00969	SAFB2
TMEM161B-AS1	SAFB2
THUMPD3-AS1	SAFB2
MALAT1	HBP1
SNHG16	CDC5L
RP11-418J17.1	SAFB2
NIFK-AS1	KMT2A
MALAT1	FOXO1
CTB-89H12.4	SAFB2
PSMG3-AS1	ZNF12
MIR155HG	STAT1
MAGI2-AS3	STAT3
LINC00883	KMT2A
HCG11	STAT3
LINC01094	STAT1
THAP9-AS1	KMT2A
MALAT1	ZZZ3
NIFK-AS1	KMT2A
RP4-717I23.3	KMT2A
PSMA3-AS1	SAFB2
MALAT1	ZNF84
BAIAP2-AS1	SAFB2
TTC28-AS1	SAFB2
LINC00667	SAFB2
THUMPD3-AS1	KMT2A
NIFK-AS1	SAFB2
MALAT1	NFAT5
HCG18	KDM5B
THUMPD3-AS1	ADNP
THAP9-AS1	SAFB2
MIR4697HG	FOXK1
MALAT1	NRF1
MALAT1	RFX7
LINC00909	REST
MALAT1	PHF20
CKMT2-AS1	NFAT5
KB-431C1.4	SAFB2
LINC00265	ADNP
RP4-717I23.3	KMT2A
NIFK-AS1	SAFB2
PXN-AS1	SAFB2
MALAT1	DMTF1
MALAT1	BPTF
THUMPD3-AS1	SAFB2
MALAT1	ZEB2
TPT1-AS1	SAFB2
MALAT1	BACH1
MALAT1	RLF
BOLA3-AS1	PHF20
JPX	NKRF
LINC00667	CUX1
NCK1-AS1	REST
CRNDE	SAFB2
HCG18	REST
MAGI2-AS3	ASH1L
SNHG7	SAFB2
AC009120.6	SAFB2
BAIAP2-AS1	MITF
MIR155HG	STAT4
PSMG3-AS1	NRF1
MALAT1	MEF2C
ERVK3-1	SAFB2
LINC00265	MZF1
TTC28-AS1	HIC2
TUG1	PHF20
BAIAP2-AS1	HNF1B
RPARP-AS1	PATZ1
SNHG3	SAFB2
HCG18	BACH1
LINC00265	ZFX
TMEM161B-AS1	SAFB2
HCG18	REST
TMPO-AS1	TBP
LINC00667	NFAT5
OIP5-AS1	KMT2A
PXN-AS1	MZF1
TP73-AS1	CUX1
PTOV1-AS1	SAFB2
HCG11	CLOCK
CKMT2-AS1	ADNP
THUMPD3-AS1	ZFHX3
TP73-AS1	BACH1
LINC00265	BACH1
MALAT1	ZFP28
FENDRR	HIC1
DHRS4-AS1	CUX1
RPARP-AS1	SAFB2
THAP9-AS1	ADNP
RP11-73M18.8	SAFB2
NNT-AS1	NFAT5
NUTM2A-AS1	HIF1A
DICER1-AS1	PATZ1
THUMPD3-AS1	REST
MMP25-AS1	NFAT5
LINC00667	ZFX
SOS1-IT1	REST
RP11-418J17.1	REST
SNHG14	ZFX
MALAT1	NFIL3
AP006621.5	MZF1
MAGI2-AS3	REST
SBF2-AS1	FOXP1
APTR	MZF1
SNHG15	SAFB2
MAGI2-AS3	BACH1
NNT-AS1	KMT2A
MAGI2-AS3	REST
SNHG14	BACH1
THAP9-AS1	SAFB2
SNHG14	ZFX
MALAT1	REST
PSMA3-AS1	REST
PSMA3-AS1	ZFX
NNT-AS1	CUX1
DKFZP434I0714	PHF20
PSMA3-AS1	ZFHX3
SDCBP2-AS1	ZFX
FGD5-AS1	KDM5B
LINC00969	SAFB2
NIFK-AS1	REST
RUSC1-AS1	SAFB2
RP4-717I23.3	KMT2A
GAS5	MZF1
THAP9-AS1	REST
GS1-124K5.11	SAFB2
GS1-124K5.11	CUX1
MALAT1	ELF2
NNT-AS1	ZZZ3
MALAT1	CLOCK
SRP14-AS1	SAFB2
TTC28-AS1	SAFB2
TUG1	STAT3
SNHG14	REST
RUSC1-AS1	MZF1
DKFZP434I0714	KMT2A
THUMPD3-AS1	REST
NIFK-AS1	REST
SNHG14	BACH1
PSMG3-AS1	ZNF12
MALAT1	FOXP1
MALAT1	PHF20
LINC00883	KMT2A
ZNF213-AS1	MZF1
LINC00667	CTCF
THUMPD3-AS1	PHF20
MALAT1	ADNP
MALAT1	SMAD4
PSMG3-AS1	MAFK
LINC00662	REST
H1FX-AS1	MZF1
TMEM147-AS1	NFAT5
LINC00883	ZFX
IQCH-AS1	ZNF12
SDCBP2-AS1	REST
CRNDE	SAFB2
MALAT1	FOXN2
PSMG3-AS1	SMAD4
TP73-AS1	TBP
ALOX12-AS1	SAFB2
TUG1	FOXM1
TUG1	KDM5B
SNHG12	MZF1
NUP50-AS1	MZF1
PSMA3-AS1	SAFB2
AC092171.4	MZF1
SNHG7	HINFP
LENG8-AS1	SAFB2
TPT1-AS1	NFAT5
SNHG12	SAFB2
UBA6-AS1	MZF1
SNHG16	REST
ERVK3-1	REST
MAGI2-AS3	ASH1L
TMEM161B-AS1	REST
LINC01278	REST
ZNF674-AS1	ZFX
SNHG16	BACH1
MALAT1	XPA
SNHG14	BACH1
LINC00667	ZEB1
RP4-717I23.3	REST
BAIAP2-AS1	ARNT
NNT-AS1	ADNP
NNT-AS1	ZFX
SDCBP2-AS1	ZEB1
DHRS4-AS1	CTCF
THUMPD3-AS1	NFAT5
TMEM147-AS1	FOXK1
PSMA3-AS1	KMT2A
RP4-717I23.3	CLOCK
NIFK-AS1	ZFHX3
RPARP-AS1	ZNF84
PSMA3-AS1	NFAT5
NNT-AS1	REST
CKMT2-AS1	ZNF84
NUTM2A-AS1	ZFX
PSMA3-AS1	ZFHX3
SNHG14	CTCF
NUTM2A-AS1	REST
RP4-717I23.3	MZF1
SNHG20	SAFB2
NNT-AS1	BACH1
PSMA3-AS1	CTCF
SVIL-AS1	NFAT5
LINC00883	ZEB1
THUMPD3-AS1	KMT2A
MALAT1	TBX19
BAIAP2-AS1	PBX1
AC092171.4	ZBED4
RP4-758J18.2	SAFB2
TPT1-AS1	SAFB2
THUMPD3-AS1	SAFB2
GAS5	KDM5B
GAS5	KDM5B
PSMA3-AS1	MECOM
SNHG14	ARNT
NNT-AS1	HSF2
UBA6-AS1	CLOCK
GAS5	NKRF
PSMA3-AS1	BCL6
RP4-717I23.3	KMT2A
LINC00883	GLI3
MALAT1	FOSL2
JPX	ZFX
SVIL-AS1	KMT2A
DHRS4-AS1	CTCF
ALOX12-AS1	MZF1
THUMPD3-AS1	KMT2A
RUSC1-AS1	ZFX
SNHG7	MZF1
SNHG11	MZF1
FENDRR	MITF
DKFZP434I0714	REST
ASB16-AS1	STAT2
SVIL-AS1	KMT2A
LINC00883	CTCF
THAP9-AS1	REST
RP11-383H13.1	MEF2C
PXN-AS1	SAFB2
OIP5-AS1	RLF
PSMA3-AS1	RFX7
HCG18	TBP
MALAT1	ZNF70
FENDRR	NACC2
LINC00969	SAFB2
LINC00969	SAFB2
DKFZP434I0714	BACH1
THUMPD3-AS1	KMT2A
RP4-717I23.3	ZFX
PSMA3-AS1	ZFX
CKMT2-AS1	ZNF12
TMEM147-AS1	SIX5
GAS5	MZF1
THUMPD3-AS1	KMT2A
CRNDE	ZNF7
TUG1	CUX1
MIR4697HG	PBX1
SNHG1	ZNF84
MAGI2-AS3	REST
PSMG3-AS1	VEZF1
SVIL-AS1	KDM5B
TTC28-AS1	MZF1
TMEM147-AS1	RFX1
NUTM2A-AS1	CTCF
RP4-717I23.3	REST
SNHG12	IRF5
APTR	ZNF84
DKFZP434I0714	VEZF1
PSMA3-AS1	MZF1
RP4-717I23.3	BCL6
BACE1-AS	REST
PSMA3-AS1	FOXP1
TPT1-AS1	HINFP
PSMA3-AS1	REST
THUMPD3-AS1	MZF1
DNAJC3-AS1	VEZF1
PSMG3-AS1	ZBTB4
LINC00667	ARNT
ERVK3-1	SP1
NNT-AS1	ZNF12
RP4-717I23.3	KMT2A
MKLN1-AS	REST
PSMA3-AS1	CTCF
SVIL-AS1	RFX7
LINC01128	NFYC
THAP9-AS1	ZNF12
LINC00969	SAFB2
MKLN1-AS	CLOCK
VPS9D1-AS1	HINFP
TRAF3IP2-AS1	KMT2A
PXN-AS1	MZF1
LINC00969	SAFB2
SNHG17	MZF1
THUMPD3-AS1	ZFX
MIR22HG	BACH1
RPARP-AS1	ZNF84
PSMA3-AS1	ZEB1
MIR22HG	BCL6
ERVK3-1	MAX
ZNF213-AS1	ZNF84
THAP9-AS1	ZNF84
LINC01011	ZNF84
LINC00969	SAFB2
TUG1	ZBED5
TTC28-AS1	SAFB2
THUMPD3-AS1	REST
THUMPD3-AS1	REST
IQCH-AS1	ZNF3
LINC00969	SAFB2
MALAT1	ZBTB3
TMEM147-AS1	RLF
TMEM147-AS1	CTCF
TUG1	ELF4
DNAJC3-AS1	HINFP
APTR	ZNF12
APTR	MXI1
LINC00969	SAFB2
TTC28-AS1	MZF1
JPX	E2F3
TP73-AS1	CUX1
RUSC1-AS1	ZNF84
TP73-AS1	SAFB2
RP4-717I23.3	ZFX
MALAT1	ZC3H8
RP4-758J18.2	SAFB2
MALAT1	RUNX1
JPX	ELF2
GAS5	NKRF
TMEM147-AS1	ZNF84
RP4-717I23.3	REST
ALOX12-AS1	ZNF84
SVIL-AS1	ZFX
SVIL-AS1	ZFX
MIR22HG	ZEB1
CRNDE	ZNF7
SVIL-AS1	REST
MALAT1	MYNN
FENDRR	EGR1
FENDRR	MEIS1
C17orf100	MZF1
THAP9-AS1	HINFP
THUMPD3-AS1	ZFHX3
THUMPD3-AS1	ZFHX3
SVIL-AS1	CLOCK
PSMA3-AS1	ARNT
NNT-AS1	ATF2
TPT1-AS1	MXI1
SNHG17	HINFP
PSMA3-AS1	NCOA3
LINC00265	MEF2A
RP4-717I23.3	BCL6
ERVK3-1	E2F6
TP73-AS1	TFDP1
TPT1-AS1	ZFHX3
SVIL-AS1	ZFHX3
PSMG3-AS1	ZNF12
SVIL-AS1	ZFHX3
SNHG20	ZNF84
THAP9-AS1	ELF3
C17orf100	ADNP
LINC01128	RLF
LINC00883	HSF2
PSMA3-AS1	MAX
ZNF213-AS1	ZNF84
CKMT2-AS1	HBP1
LINC00899	ZNF83
ZNF213-AS1	ZNF12
HCG18	CBX2
HCG18	ZC3H8
THAP9-AS1	ELF1
SNHG14	ELF1
TP73-AS1	REST
HCG18	ATF2
TP73-AS1	ZFX
RP11-383H13.1	ATF2
RP4-758J18.2	RFX1
SBF2-AS1	SMAD4
SNHG11	HSF1
RPARP-AS1	HINFP
FENDRR	NFIX
MAGI2-AS3	HSF2
